Event Name,Description,Start,End,Location,City,Event URL,Full_Description,organizer_link-href
Big Walk 2022,"Please join professor Louise Harpman and other urban enthusiasts as we explore Brooklyn’s Working Waterfront for the 11th annual BIG WALK. Highlights include PortSide New York, Louis Valentino, Jr. Park and Pier, RETI Center’s BlueCity at the GBX Gowanus Bay Terminal, Culver Viaduct, and the Gowanus Dredgers Canoe Club.","October 1, 2022, 10:30 AM","October 1, 2022, 3:30 PM",Not available,NYC,https://www.reticenter.org/events/big-walk-2022,"CANCELED DUE TO RAIN! WATCH FOR SPRING 2023 DATES Please join professor Louise Harpman and other urban enthusiasts as we explore Brooklyn’s Working Waterfront for the 11th annual BIG WALK. Highlights include PortSide New York, Louis Valentino, Jr. Park and Pier, RETI Center’s BlueCity at the GBX Gowanus Bay Terminal, Culver Viaduct, and the Gowanus Dredgers Canoe Club.MORE INFORMATION HERE",
Fridays for Future Volunteer Day,"Fridays for Future is a youth-led and -organized movement that began in August 2018, after 15-year-old Greta Thunberg and other young activists sat in front of the Swedish parliament every schoolday for three weeks to protest against the lack of action on the climate crisis.","September 30, 2022, 4:00 PM","September 30, 2022, 8:00 PM","RETI Center BlueCity, 701 Columbia St, NY, 11231, United States",NYC,https://www.reticenter.org/events/event-one-3gzx8-xbtms-yfex7-86yms-cyb7z-596wg-pm9ta,A weekly all-ages volunteer day focused on developing resilient technology and construction projects on our Field Station in the Gowanus Bay. No experience necessary!,
Fridays for Future Volunteer Day,"Fridays for Future is a youth-led and -organized movement that began in August 2018, after 15-year-old Greta Thunberg and other young activists sat in front of the Swedish parliament every schoolday for three weeks to protest against the lack of action on the climate crisis.","September 23, 2022, 4:00 PM","September 23, 2022, 8:00 PM","RETI Center BlueCity, 701 Columbia St, NY, 11231, United States",NYC,https://www.reticenter.org/events/event-one-3gzx8-xbtms-yfex7-86yms-cyb7z-596wg,A weekly all-ages volunteer day focused on developing resilient technology and construction projects on our Field Station in the Gowanus Bay. No experience necessary!,
Fridays for Future Volunteer Day,"Fridays for Future is a youth-led and -organized movement that began in August 2018, after 15-year-old Greta Thunberg and other young activists sat in front of the Swedish parliament every schoolday for three weeks to protest against the lack of action on the climate crisis.","September 16, 2022, 4:00 PM","September 16, 2022, 8:00 PM","701 Columbia St, NY, 11231, United States",NYC,https://www.reticenter.org/events/event-one-3gzx8,A weekly all-ages volunteer day focused on developing resilient technology and construction projects on our Field Station in the Gowanus Bay. No experience necessary!,
FABSCRAP BKLYN Volunteer: Saturday July 29th PM session,"FABSCRAP needs your help to save designer textiles from landfills! It's easy, fun, and a safe way to actively help save our Earth!","July 29, 2023, 1:00 PM","July 29, 2023, 4:00 PM","Brooklyn Army Terminal, 140 58th Street Building B, Unit 5H-4 Brooklyn, NY 11220",NYC,https://www.eventbrite.com/e/fabscrap-bklyn-volunteer-saturday-july-29th-pm-session-tickets-665622543947,"FABSCRAP needs your help to save designer textiles from landfill! As a volunteer, you will sort through fabric samples and swatches, readying them to be saved for reuse.Thank you for wanting to be part of our work and mission! When you sign up, please consider also making a donation to keep us operational as a sustainable resource - FABSCRAP is the only option available for the fashion industry to recycle and redistribute unused material, and the most accessible way for consumers to find saved-from-landfill fabric, trim, leather, and yarn. Every dollar donated helps to further our mission!When registering, choose:First Time Volunteer Sorter if this is your first time volunteering with usReturning Volunteer Sorter if you’ve sorted with us before*N﻿ote: If you choose to donate, please make sure that you also choose a sorter ticket. *Please read below for additional information on your volunteering experience and directions to our space!---What to expect:Welcome: Intros and overview of FABSCRAP (10 minutes)Training: Learn how FABSCRAP sorts fabric for recycling (10 minutes)Sort: Sort through fabric samples and large pieces, pulling out usable fabrics for reuse and removing hardware and paper from fabric swatches for recycling (~2.5 hours)Shop for fabric! (after the sessions ends for 1 hour)***Sorting fabric requires the use of sharp scissors and moderate lifting (up to 20 lbs). By registering for a session, you are confirming that you have read, understood, and agreed to the volunteer waiver.***Tips for a successful volunteer session:Dress comfortably and wear comfortable shoes as most volunteers sort while standing; we can provide chairs if you prefer to sitBring your own bag to carry home any material you shop!We play music, but feel free to bring headphonesFeel free to bring water or beverages with a cap/lid; there are also vending machines in the entrance of the buildingAs the weather gets cooler, windows will only be open for ventilation depending on outside temperaturePlease be sure to register for every session you plan to attend, and have any guests who want to accompany you register as well.As a thank-you for completing a 3 hour volunteer session, we’re happy to:Give you 5 pounds of fabric for FREE and a 30% volunteer discount on any additional material you’d like to purchase… ORWaive the fee for recycling personal sewing scraps, up to 10 pounds and a 30% discount on any materials you purchase***FABSCRAP does not accept used garments or home linens for recycling.***Want to get even more involved? After volunteering 10 or more times, you are eligible to become a Reuse Volunteer! Reuse Volunteers help process materials for our reuse room after they leave the volunteer sorting tables.  It’s a great opportunity to get even more involved in our operations! We monitor our Eventbrite registrations closely. If you think you may have completed 10 sorting sessions and did not receive an invitation to sign up, let us know at volunteer@fabscrap.org using the email you register for sessions with.SafetyWe are committed to keeping our volunteers, community, and team safe:Masks are required to enter the FABSCRAP warehouse and are mandatory on the Brooklyn Army Terminal premises. The FABSCRAP team will be wearing masks at all times.Volunteer stations are comfortably spaced apart for individual use (unless you opt to share with a friend)Cleaning and sanitizing of volunteer stations and frequently touched surfaces will take place between all volunteer sessionsA First Aid kit, gloves and hand sanitizer will be available DIRECTIONS ARE IMPORTANT:The FABSCRAP warehouse is located in Building B within the Brooklyn Army Terminal (BAT), which is accessible by foot, bike/scooter, car, subway, bus, and ferry. Free indoor and outdoor bike parking is available at BAT Building B entrances (58th Street). This entrance is fully accessible. Free, secure on-site parking is available for cars at the Pier 4/NYC Ferry parking lot.How to locate FABSCRAP within BAT: Our website has in-depth directions with pictures to make sure you are easily able to find us!",https://www.eventbrite.com/o/fabscrap-12736454433
"FABSCRAP BKLYN Volunteer: Saturday July 22nd,AM session","FABSCRAP needs your help to save designer textiles from landfills! It's easy, fun, and a safe way to actively help save our Earth!","July 22, 2023, 9:00 AM","July 22, 2023, 12:00 PM","Brooklyn Army Terminal, 140 58th Street Building B, Unit 5H-4 Brooklyn, NY 11220",NYC,https://www.eventbrite.com/e/fabscrap-bklyn-volunteer-saturday-july-22ndam-session-tickets-665602624367,"FABSCRAP needs your help to save designer textiles from landfill! As a volunteer, you will sort through fabric samples and swatches, readying them to be saved for reuse.Thank you for wanting to be part of our work and mission! When you sign up, please consider also making a donation to keep us operational as a sustainable resource - FABSCRAP is the only option available for the fashion industry to recycle and redistribute unused material, and the most accessible way for consumers to find saved-from-landfill fabric, trim, leather, and yarn. Every dollar donated helps to further our mission!When registering, choose:First Time Volunteer Sorter if this is your first time volunteering with usReturning Volunteer Sorter if you’ve sorted with us before*N﻿ote: If you choose to donate, please make sure that you also choose a sorter ticket. *Please read below for additional information on your volunteering experience and directions to our space!---What to expect:Welcome: Intros and overview of FABSCRAP (10 minutes)Training: Learn how FABSCRAP sorts fabric for recycling (10 minutes)Sort: Sort through fabric samples and large pieces, pulling out usable fabrics for reuse and removing hardware and paper from fabric swatches for recycling (~2.5 hours)Shop for fabric! (after the sessions ends for 1 hour)***Sorting fabric requires the use of sharp scissors and moderate lifting (up to 20 lbs). By registering for a session, you are confirming that you have read, understood, and agreed to the volunteer waiver.***Tips for a successful volunteer session:Dress comfortably and wear comfortable shoes as most volunteers sort while standing; we can provide chairs if you prefer to sitBring your own bag to carry home any material you shop!We play music, but feel free to bring headphonesFeel free to bring water or beverages with a cap/lid; there are also vending machines in the entrance of the buildingAs the weather gets cooler, windows will only be open for ventilation depending on outside temperaturePlease be sure to register for every session you plan to attend, and have any guests who want to accompany you register as well.As a thank-you for completing a 3 hour volunteer session, we’re happy to:Give you 5 pounds of fabric for FREE and a 30% volunteer discount on any additional material you’d like to purchase… ORWaive the fee for recycling personal sewing scraps, up to 10 pounds and a 30% discount on any materials you purchase***FABSCRAP does not accept used garments or home linens for recycling.***Want to get even more involved? After volunteering 10 or more times, you are eligible to become a Reuse Volunteer! Reuse Volunteers help process materials for our reuse room after they leave the volunteer sorting tables.  It’s a great opportunity to get even more involved in our operations! We monitor our Eventbrite registrations closely. If you think you may have completed 10 sorting sessions and did not receive an invitation to sign up, let us know at volunteer@fabscrap.org using the email you register for sessions with.SafetyWe are committed to keeping our volunteers, community, and team safe:Masks are required to enter the FABSCRAP warehouse and are mandatory on the Brooklyn Army Terminal premises. The FABSCRAP team will be wearing masks at all times.Volunteer stations are comfortably spaced apart for individual use (unless you opt to share with a friend)Cleaning and sanitizing of volunteer stations and frequently touched surfaces will take place between all volunteer sessionsA First Aid kit, gloves and hand sanitizer will be available DIRECTIONS ARE IMPORTANT:The FABSCRAP warehouse is located in Building B within the Brooklyn Army Terminal (BAT), which is accessible by foot, bike/scooter, car, subway, bus, and ferry. Free indoor and outdoor bike parking is available at BAT Building B entrances (58th Street). This entrance is fully accessible. Free, secure on-site parking is available for cars at the Pier 4/NYC Ferry parking lot.How to locate FABSCRAP within BAT: Our website has in-depth directions with pictures to make sure you are easily able to find us!",https://www.eventbrite.com/o/fabscrap-12736454433
"FABSCRAP BKLYN Volunteer: Wednesday 5th, AM session","FABSCRAP needs your help to save designer textiles from landfills! It's easy, fun, and a safe way to actively help save our Earth!","July 5, 2023, 9:00 AM","July 5, 2023, 12:00 PM","Brooklyn Army Terminal, 140 58th Street Building B, Unit 5H-4 Brooklyn, NY 11220",NYC,https://www.eventbrite.com/e/fabscrap-bklyn-volunteer-wednesday-5th-am-session-tickets-663966239897,"FABSCRAP needs your help to save designer textiles from landfill! As a volunteer, you will sort through fabric samples and swatches, readying them to be saved for reuse.Thank you for wanting to be part of our work and mission! When you sign up, please consider also making a donation to keep us operational as a sustainable resource - FABSCRAP is the only option available for the fashion industry to recycle and redistribute unused material, and the most accessible way for consumers to find saved-from-landfill fabric, trim, leather, and yarn. Every dollar donated helps to further our mission!When registering, choose:First Time Volunteer Sorter if this is your first time volunteering with usReturning Volunteer Sorter if you’ve sorted with us before*N﻿ote: If you choose to donate, please make sure that you also choose a sorter ticket. *Please read below for additional information on your volunteering experience and directions to our space!*﻿*Important: unfortunately we do not have air conditioning in our warehouse space. However, we do have open windows for fresh air and fans going throughout the session. We encourage volunteers to bring water with them. Please take this into account when you are registering for sessions during these summer months.**---What to expect:Welcome: Intros and overview of FABSCRAP (10 minutes)Training: Learn how FABSCRAP sorts fabric for recycling (10 minutes)Sort: Sort through fabric samples and large pieces, pulling out usable fabrics for reuse and removing hardware and paper from fabric swatches for recycling (~2.5 hours)Shop for fabric! (after the sessions ends for 1 hour)***Sorting fabric requires the use of sharp scissors and moderate lifting (up to 20 lbs). By registering for a session, you are confirming that you have read, understood, and agreed to the volunteer waiver.***Tips for a successful volunteer session:Dress comfortably and wear comfortable shoes as most volunteers sort while standing; we can provide chairs if you prefer to sitBring your own bag to carry home any material you shop!We play music, but feel free to bring headphonesFeel free to bring water or beverages with a cap/lid; there are also vending machines in the entrance of the buildingAs the weather gets cooler, windows will only be open for ventilation depending on outside temperaturePlease be sure to register for every session you plan to attend, and have any guests who want to accompany you register as well.As a thank-you for completing a 3 hour volunteer session, we’re happy to:Give you 5 pounds of fabric for FREE and a 30% volunteer discount on any additional material you’d like to purchase… ORWaive the fee for recycling personal sewing scraps, up to 10 pounds and a 30% discount on any materials you purchase***FABSCRAP does not accept used garments or home linens for recycling.***Want to get even more involved? After volunteering 10 or more times, you are eligible to become a Reuse Volunteer! Reuse Volunteers help process materials for our reuse room after they leave the volunteer sorting tables.  It’s a great opportunity to get even more involved in our operations! We monitor our Eventbrite registrations closely. If you think you may have completed 10 sorting sessions and did not receive an invitation to sign up, let us know at volunteer@fabscrap.org using the email you register for sessions with.SafetyWe are committed to keeping our volunteers, community, and team safe:Masks are required to enter the FABSCRAP warehouse and are mandatory on the Brooklyn Army Terminal premises. The FABSCRAP team will be wearing masks at all times.Volunteer stations are comfortably spaced apart for individual use (unless you opt to share with a friend)Cleaning and sanitizing of volunteer stations and frequently touched surfaces will take place between all volunteer sessionsA First Aid kit, gloves and hand sanitizer will be available DIRECTIONS ARE IMPORTANT:The FABSCRAP warehouse is located in Building B within the Brooklyn Army Terminal (BAT), which is accessible by foot, bike/scooter, car, subway, bus, and ferry. Free indoor and outdoor bike parking is available at BAT Building B entrances (58th Street). This entrance is fully accessible. Free, secure on-site parking is available for cars at the Pier 4/NYC Ferry parking lot.How to locate FABSCRAP within BAT: Our website has in-depth directions with pictures to make sure you are easily able to find us!",https://www.eventbrite.com/o/fabscrap-12736454433
"FABSCRAP BKLYN Volunteer: Thursday July 20th,AM session"," FABSCRAP needs your help to save designer textiles from landfills! It's easy, fun, and a safe way to actively help save our Earth!"," July 20, 2023, 9:00 AM"," July 20, 2023, 12:00 PM"," Brooklyn Army Terminal, 140 58th Street Building B, Unit 5H-4 Brooklyn, NY 11220",NYC,https://www.eventbrite.com/e/fabscrap-bklyn-volunteer-thursday-july-20tham-session-tickets-665594580307,"FABSCRAP needs your help to save designer textiles from landfill! As a volunteer, you will sort through fabric samples and swatches, readying them to be saved for reuse.Thank you for wanting to be part of our work and mission! When you sign up, please consider also making a donation to keep us operational as a sustainable resource - FABSCRAP is the only option available for the fashion industry to recycle and redistribute unused material, and the most accessible way for consumers to find saved-from-landfill fabric, trim, leather, and yarn. Every dollar donated helps to further our mission!When registering, choose:First Time Volunteer Sorter if this is your first time volunteering with usReturning Volunteer Sorter if you’ve sorted with us before*N﻿ote: If you choose to donate, please make sure that you also choose a sorter ticket. *Please read below for additional information on your volunteering experience and directions to our space!---What to expect:Welcome: Intros and overview of FABSCRAP (10 minutes)Training: Learn how FABSCRAP sorts fabric for recycling (10 minutes)Sort: Sort through fabric samples and large pieces, pulling out usable fabrics for reuse and removing hardware and paper from fabric swatches for recycling (~2.5 hours)Shop for fabric! (after the sessions ends for 1 hour)***Sorting fabric requires the use of sharp scissors and moderate lifting (up to 20 lbs). By registering for a session, you are confirming that you have read, understood, and agreed to the volunteer waiver.***Tips for a successful volunteer session:Dress comfortably and wear comfortable shoes as most volunteers sort while standing; we can provide chairs if you prefer to sitBring your own bag to carry home any material you shop!We play music, but feel free to bring headphonesFeel free to bring water or beverages with a cap/lid; there are also vending machines in the entrance of the buildingAs the weather gets cooler, windows will only be open for ventilation depending on outside temperaturePlease be sure to register for every session you plan to attend, and have any guests who want to accompany you register as well.As a thank-you for completing a 3 hour volunteer session, we’re happy to:Give you 5 pounds of fabric for FREE and a 30% volunteer discount on any additional material you’d like to purchase… ORWaive the fee for recycling personal sewing scraps, up to 10 pounds and a 30% discount on any materials you purchase***FABSCRAP does not accept used garments or home linens for recycling.***Want to get even more involved? After volunteering 10 or more times, you are eligible to become a Reuse Volunteer! Reuse Volunteers help process materials for our reuse room after they leave the volunteer sorting tables.  It’s a great opportunity to get even more involved in our operations! We monitor our Eventbrite registrations closely. If you think you may have completed 10 sorting sessions and did not receive an invitation to sign up, let us know at volunteer@fabscrap.org using the email you register for sessions with.SafetyWe are committed to keeping our volunteers, community, and team safe:Masks are required to enter the FABSCRAP warehouse and are mandatory on the Brooklyn Army Terminal premises. The FABSCRAP team will be wearing masks at all times.Volunteer stations are comfortably spaced apart for individual use (unless you opt to share with a friend)Cleaning and sanitizing of volunteer stations and frequently touched surfaces will take place between all volunteer sessionsA First Aid kit, gloves and hand sanitizer will be available DIRECTIONS ARE IMPORTANT:The FABSCRAP warehouse is located in Building B within the Brooklyn Army Terminal (BAT), which is accessible by foot, bike/scooter, car, subway, bus, and ferry. Free indoor and outdoor bike parking is available at BAT Building B entrances (58th Street). This entrance is fully accessible. Free, secure on-site parking is available for cars at the Pier 4/NYC Ferry parking lot.How to locate FABSCRAP within BAT: Our website has in-depth directions with pictures to make sure you are easily able to find us!",https://www.eventbrite.com/o/fabscrap-12736454433
"FABSCRAP BKLYN Volunteer: Saturday July 8th, PM session","FABSCRAP needs your help to save designer textiles from landfills! It's easy, fun, and a safe way to actively help save our Earth!","July 8, 2023, 1:00 PM","July 8, 2023, 4:00 PM","Brooklyn Army Terminal 140 58th Street Building B, Unit 5H-4 Brooklyn, NY 11220",NYC,https://www.eventbrite.com/e/fabscrap-bklyn-volunteer-saturday-july-8th-pm-session-tickets-661654836427,"FABSCRAP needs your help to save designer textiles from landfill! As a volunteer, you will sort through fabric samples and swatches, readying them to be saved for reuse.Thank you for wanting to be part of our work and mission! When you sign up, please consider also making a donation to keep us operational as a sustainable resource - FABSCRAP is the only option available for the fashion industry to recycle and redistribute unused material, and the most accessible way for consumers to find saved-from-landfill fabric, trim, leather, and yarn. Every dollar donated helps to further our mission!When registering, choose:First Time Volunteer Sorter if this is your first time volunteering with usReturning Volunteer Sorter if you’ve sorted with us before*N﻿ote: If you choose to donate, please make sure that you also choose a sorter ticket. *Please read below for additional information on your volunteering experience and directions to our space!*﻿*Important: unfortunately we do not have air conditioning in our warehouse space. However, we do have open windows for fresh air and fans going throughout the session. We encourage volunteers to bring water with them. Please take this into account when you are registering for sessions during these summer months.**---What to expect:Welcome: Intros and overview of FABSCRAP (10 minutes)Training: Learn how FABSCRAP sorts fabric for recycling (10 minutes)Sort: Sort through fabric samples and large pieces, pulling out usable fabrics for reuse and removing hardware and paper from fabric swatches for recycling (~2.5 hours)Shop for fabric! (after the sessions ends for 1 hour)***Sorting fabric requires the use of sharp scissors and moderate lifting (up to 20 lbs). By registering for a session, you are confirming that you have read, understood, and agreed to the volunteer waiver.***Tips for a successful volunteer session:Dress comfortably and wear comfortable shoes as most volunteers sort while standing; we can provide chairs if you prefer to sitBring your own bag to carry home any material you shop!We play music, but feel free to bring headphonesFeel free to bring water or beverages with a cap/lid; there are also vending machines in the entrance of the buildingAs the weather gets cooler, windows will only be open for ventilation depending on outside temperaturePlease be sure to register for every session you plan to attend, and have any guests who want to accompany you register as well.As a thank-you for completing a 3 hour volunteer session, we’re happy to:Give you 5 pounds of fabric for FREE and a 30% volunteer discount on any additional material you’d like to purchase… ORWaive the fee for recycling personal sewing scraps, up to 10 pounds and a 30% discount on any materials you purchase***FABSCRAP does not accept used garments or home linens for recycling.***Want to get even more involved? After volunteering 10 or more times, you are eligible to become a Reuse Volunteer! Reuse Volunteers help process materials for our reuse room after they leave the volunteer sorting tables.  It’s a great opportunity to get even more involved in our operations! We monitor our Eventbrite registrations closely. If you think you may have completed 10 sorting sessions and did not receive an invitation to sign up, let us know at volunteer@fabscrap.org using the email you register for sessions with.SafetyWe are committed to keeping our volunteers, community, and team safe:Masks are required to enter the FABSCRAP warehouse and are mandatory on the Brooklyn Army Terminal premises. The FABSCRAP team will be wearing masks at all times.Volunteer stations are comfortably spaced apart for individual use (unless you opt to share with a friend)Cleaning and sanitizing of volunteer stations and frequently touched surfaces will take place between all volunteer sessionsA First Aid kit, gloves and hand sanitizer will be available DIRECTIONS ARE IMPORTANT:The FABSCRAP warehouse is located in Building B within the Brooklyn Army Terminal (BAT), which is accessible by foot, bike/scooter, car, subway, bus, and ferry. Free indoor and outdoor bike parking is available at BAT Building B entrances (58th Street). This entrance is fully accessible. Free, secure on-site parking is available for cars at the Pier 4/NYC Ferry parking lot.How to locate FABSCRAP within BAT: Our website has in-depth directions with pictures to make sure you are easily able to find us!",https://www.eventbrite.com/o/fabscrap-12736454433
Woodworking: Face Frame Cabinetry,"Over two sessions in this weekend intensive-style class, you'll learn to safely operate some of the most commonly-touched machines in the wood shop, and walk away with a small, two-shelf open cabinet.","July 9, 10am","July 16, 3pm","MakerSpace NYC - Futureworks MakerSpace at Brooklyn Army Terminal, 140 58th Street Building B, Unit 1C Brooklyn, NY 11220",NYC,https://www.eventbrite.com/e/woodworking-face-frame-cabinetry-tickets-653082997827,"Class Description:Over two sessions in this weekend intensive-style class, you'll learn to safely operate some of the most commonly-touched machines in the wood shop, and walk away with a small, two-shelf open cabinet. O﻿n day one, we will begin with a quick material & joinery discussion to foreground our cabinet-making, covering uses for hardwood vs plywood, and tongue / groove / rabbet 101s. We will then move into machine safety & set up for dimensioning & grooving our face frame parts. With our groove made, we will set up for putting a tongue on our plywood parts, testing for accuracy with both feel and measurements. We will have all cabinet parts cut & joinery completed, and will have covered the jointer, planer, router table & table saw with dado stack on day one.At the beginning of day two, we will begin by combining cabinet parts, learning about best glue up practices along the way, and then begin hand-sketching our cabinets to build, with dropped-down dimensions. Participants are encouraged to consider a space in their homes or offices for this small cabinet to live, and design accordingly. When ready, we'll begin cutting down our cabinet parts to final dimension, marking for through and pilot holes, and finish by screwing them together. By then end of our second day, we will have covered proper form with clamps, gluing & drills (screwguns), as well as further table saw practice. This is a great class for those new to woodworking, or those interested in brushing up on their essentials skills in a safe, supportive environment. While geared towards those who have used some (though perhaps not all) of these machines or processes before, beginners eager to dive right in are absolutely welcome. We will be moving at a quick pace, and any and all questions are greatly encouraged, especially the ones we’ve been taught to think we should already know the answer to.This class is welcoming to all, especially those traditionally underrepresented in the field of woodworking- in particular those who identify as female, trans*, non-binary & gender non-conforming, BIPOC, queer, disabled. Please reach out to the instructor in advance of class to discuss accommodations. C﻿lass limited to six participants, ages 18+T﻿iming & Pricing:5﻿hr sessions, Sundays 10a-3p (July 9 & 16)$﻿440 member / $500 non-member $55 materials feeInstructor:a e﻿ve samuels (she / they) began teaching with MakerSpace NYC in 2017, and is thrilled to be back with summer class offerings this year!  eve is a queer white woodworker & designer, who grew up in the Hudson Valley, and has called Brooklyn home since 2014.Both their small business Two Tree Studios (founded 2017), and education initiative The Level Up Project (founded 2020), are operated out of their East Williamsburg studio. Through these entities, samuels pursues slow & responsive design, translating the concept of 'sustainability' beyond material sourcing & waste management, into a larger working ethos.samuels' eye for minimalism, strong craftsmanship and appreciation for the natural world is felt throughout their wooden furniture, vessels & sculpture. From their production practices, to centering knowledge-sharing & redistribution, samuels strives to keep their footprint light, while contributing to a more equitable future within their industry.",https://www.eventbrite.com/o/makerspace-nyc-18615337552
"FABSCRAP BKLYN Volunteer: Saturday 8th, AM session","FABSCRAP needs your help to save designer textiles from landfills! It's easy, fun, and a safe way to actively help save our Earth!","July 8, 2023, 9:00 AM","July 8, 2023, 12:00 PM","Brooklyn Army Terminal, 140 58th Street Building B, Unit 5H-4 Brooklyn, NY 11220",NYC,https://www.eventbrite.com/e/fabscrap-bklyn-volunteer-saturday-8th-am-session-tickets-661757794377,"FABSCRAP needs your help to save designer textiles from landfill! As a volunteer, you will sort through fabric samples and swatches, readying them to be saved for reuse.Thank you for wanting to be part of our work and mission! When you sign up, please consider also making a donation to keep us operational as a sustainable resource - FABSCRAP is the only option available for the fashion industry to recycle and redistribute unused material, and the most accessible way for consumers to find saved-from-landfill fabric, trim, leather, and yarn. Every dollar donated helps to further our mission!When registering, choose:First Time Volunteer Sorter if this is your first time volunteering with usReturning Volunteer Sorter if you’ve sorted with us before*N﻿ote: If you choose to donate, please make sure that you also choose a sorter ticket. *Please read below for additional information on your volunteering experience and directions to our space!*﻿*Important: unfortunately we do not have air conditioning in our warehouse space. However, we do have open windows for fresh air and fans going throughout the session. We encourage volunteers to bring water with them. Please take this into account when you are registering for sessions during these summer months.**---What to expect:Welcome: Intros and overview of FABSCRAP (10 minutes)Training: Learn how FABSCRAP sorts fabric for recycling (10 minutes)Sort: Sort through fabric samples and large pieces, pulling out usable fabrics for reuse and removing hardware and paper from fabric swatches for recycling (~2.5 hours)Shop for fabric! (after the sessions ends for 1 hour)***Sorting fabric requires the use of sharp scissors and moderate lifting (up to 20 lbs). By registering for a session, you are confirming that you have read, understood, and agreed to the volunteer waiver.***Tips for a successful volunteer session:Dress comfortably and wear comfortable shoes as most volunteers sort while standing; we can provide chairs if you prefer to sitBring your own bag to carry home any material you shop!We play music, but feel free to bring headphonesFeel free to bring water or beverages with a cap/lid; there are also vending machines in the entrance of the buildingAs the weather gets cooler, windows will only be open for ventilation depending on outside temperaturePlease be sure to register for every session you plan to attend, and have any guests who want to accompany you register as well.As a thank-you for completing a 3 hour volunteer session, we’re happy to:Give you 5 pounds of fabric for FREE and a 30% volunteer discount on any additional material you’d like to purchase… ORWaive the fee for recycling personal sewing scraps, up to 10 pounds and a 30% discount on any materials you purchase***FABSCRAP does not accept used garments or home linens for recycling.***Want to get even more involved? After volunteering 10 or more times, you are eligible to become a Reuse Volunteer! Reuse Volunteers help process materials for our reuse room after they leave the volunteer sorting tables.  It’s a great opportunity to get even more involved in our operations! We monitor our Eventbrite registrations closely. If you think you may have completed 10 sorting sessions and did not receive an invitation to sign up, let us know at volunteer@fabscrap.org using the email you register for sessions with.SafetyWe are committed to keeping our volunteers, community, and team safe:Masks are required to enter the FABSCRAP warehouse and are mandatory on the Brooklyn Army Terminal premises. The FABSCRAP team will be wearing masks at all times.Volunteer stations are comfortably spaced apart for individual use (unless you opt to share with a friend)Cleaning and sanitizing of volunteer stations and frequently touched surfaces will take place between all volunteer sessionsA First Aid kit, gloves and hand sanitizer will be available DIRECTIONS ARE IMPORTANT:The FABSCRAP warehouse is located in Building B within the Brooklyn Army Terminal (BAT), which is accessible by foot, bike/scooter, car, subway, bus, and ferry. Free indoor and outdoor bike parking is available at BAT Building B entrances (58th Street). This entrance is fully accessible. Free, secure on-site parking is available for cars at the Pier 4/NYC Ferry parking lot.How to locate FABSCRAP within BAT: Our website has in-depth directions with pictures to make sure you are easily able to find us!",https://www.eventbrite.com/o/fabscrap-12736454433
