Event Name,Short Description,Start,End,Location,City,Relevance,Event URL,Extra1,Extra2,Source CSV,Full_description,organizer_link,organizer_link-href,full_description,web-scraper-start-url,event_details,event_details-href,Link,Full_Description
Bollywood Cruise: June 10 : An All White Yacht Party On The Hudson @ Pier83,"A 5 hour yacht party with Bollywood music, food and scenic views of NYC",2023-06-10 18:00,2023-06-10 23:00,"Pier 83 Midtown, 12th Avenue & 42nd Street New York, NY 10036",New York,FALSE.,https://www.eventbrite.com/e/bollywood-cruise-june-10-an-all-white-yacht-party-on-the-hudson-pier83-tickets-533887741607,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,DesiSaturdays.Com,https://www.eventbrite.com/o/desisaturdayscom-25188472653,"For Group Discounts : 908-425-1603Price increase warning: Bollywood On The Hudson Advance ticket prices go up significantly (100% +) the closer you get to the event date.Climb aboard a one-of-a-kind Bollywood Boat Party, for an opportunity to view New York City from the comfort of multiple climate-controlled decks (indoor and outdoor). Surrounded by spectacular sights outside and elegant amenities inside, you will glide past many of New York's most legendary landmarks, including the Statue of Liberty, Freedom Tower, Empire State Building and the Brooklyn Bridge.Expect to dance away on our nightclub on the water and take plenty of snaps of the view!Your Cruise Experience Will  Include:Scenic 4 Hour Cruise of the NYC harbor.Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more.Appetizers & Main Course Will Be Available For Purchase.Open-Air deck and climate-controlled indoor cabins.Dj Dharak & Dj Kru playing all styles of Bollywood, Top 40 & more.Paid Parking Available On the Pier (Arrive Early). The dress code is ""Summer White Chic"".Please arrive early so you don't miss the Boat. No Refunds if you miss it!This Event is Strictly For 21 & Over. Proper Physical ID Will Be Required To Board.Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Small Cakes are permitted - no other outside food allowed)Event Information:Boarding: 6:00PMDeparture: 7:00 PMEnds: 11:00 PMQ&A:WHERE DO I BOARD?The Bollywood Cruise boards at Pier 83, (42nd St & 12 Ave),NYCWHAT TIME IS BOARDING/DEPARTURE?Guests will be able to board the yacht at 6 pm.The yacht is scheduled for departure at 7:00 pm sharp.WILL THERE BE PARKING?Pier 83 has parking garages for an average of $35.00 per vehicle. WILL THERE BE A DRESS CODE?Yes! Guests must wear ALL WHITE to attend this event.The dress code is 'Dress to Impress':No hats | No tims/boots | No joggers | No sweats | No basketball shorts**NO EXCEPTIONS**WILL THIS EVENT BE RAIN OR SHINE?Rain? No problem, there are indoor dance floors and indoor sitting areas!  In the event of a cancellation, your ticket will be valid for any upcoming Bollywood Cruise date for the 2023 Season. TICKETS ARE NON-REFUNDABLE.Contact us for more information & special reservations:Email: DesiSaturdays@Gmail.Com or call / text Josh: (908) 425 - 1603",,,,,
Dancing Under the Stars,"An unforgettable dance soirée in Eastchester, crafted by popular demand. A night of Dancing Under the Stars at Gigante!",2023-06-01 21:00,2023-06-02 00:00,"660 White Plains Road Eastchester, NY 10709",Eastchester,FALSE,https://www.eventbrite.com/e/dancing-under-the-stars-tickets-646656766797,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,Gigante,https://www.eventbrite.com/o/gigante-55627696063,"Ladies, we've heard you loud and clear, and we've answered by creating Dancing Under the Stars – a night crafted around your Latin rhythm dance desires.Set beneath the open sky of our sophisticated G Room with its fully retractable roof, this event delivers a lively atmosphere with the vibrant sounds of salsa, samba, bachata, and more. This is more than just an evening of dance – it’s an immersive experience dedicated to those who know how to appreciate life’s rhythmic moments.DJ Primovelli, an expert curator of irresistible Latin beats, will keep the energy high and the dance floor filled. As the music fills the air, you'll find yourself moving, grooving, and losing yourself in the rhythm of the night.This isn’t just a night out - it’s a celebration of life, music, and the empowering energy that dance brings. So gather your friends, let your hair down, and join us in an unforgettable experience of dance and community.Make this Thursday your night and dance with us under the stars at Gigante 💃🏻✨",,,,,
Jollof n Chill Yacht Party : Juneteenth Weekend,"African Vibes while enjoying the City's Landmarks - Statue of Liberty, Brooklyn/Manhattan Bridge, etc. while eating Jollof Rice & Dancing",2023-06-18 22:30,2023-06-19 03:00,"2430 FDR Drive New York, NY 10010",New York,FALSE,https://www.eventbrite.com/e/jollof-n-chill-yacht-party-juneteenth-weekend-tickets-607522154117,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,"Jollof n Chill, LLC",https://www.eventbrite.com/o/jollof-n-chill-llc-15789869763,"**** YACHT WILL BE SAILING OUT AT 11:15 PM! ****Limited Tickets are available  ** Limited Capacity**What You'll GetA﻿frican Food Available.D﻿Js playing the best in Afrobeats, Reggae, Hip Hop and more.Customers can arrive by 10:30 p.m. for check-in with YachtBottle service priority.  Text 646.717.2520 to confirm your Reservation with a Deposit.The Yacht will be Sailing. Boarding 10:30pm, Sail 11:15pm. The Yacht returns to Marina at 3:00 am. Please arrive early so you don't miss the Yacht. NO REFUNDS if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!**** YACHT WILL BE SAILING OUT AT 11:15 PM! ****PLEASE READ AND REVIEW THE TERMS OF SERVICE BY PURCHASING YOU ARE AGREEING TO OUR TERMS OF SERVICE",,,,,
Yedoye Travis: Steve Harvey Caused Climate Change,A comedy show featuring Yedoye Travis,2023-06-01 22:00,2023-06-01 23:30,"702 Union St. Brooklyn, NY 11215",Brooklyn,FALSE,https://www.eventbrite.com/e/yedoye-travis-steve-harvey-caused-climate-change-tickets-641003016277,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,Union Hall,https://www.eventbrite.com/o/union-hall-17899496497,Yedoye Travis had a name for his new hour of comedy before he wrote any of it and now he feels trapped by an unreasonable and probably illegal thesis statement.9:30pm Doors / 10:00pm Show$10 advance / $15 at the doorAges 21+*Please note this event will be mixed seated/standing. Arrive early for best seat selection.,,,,,
"6th Fest - ""Altar to a Better Catastrophe""","Two books, two climate leaders, one great evening",2023-06-04 18:00,2023-06-04 19:30,"Balance Arts Center, 151 W. 30th St 3rd Floor New York, NY 10001",New York,TRUE.,https://www.eventbrite.com/e/2023-6th-fest-altar-to-a-better-catastrophe-dual-book-discussion-tickets-637579666947,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,The Sixth Festival,https://www.eventbrite.com/o/the-sixth-festival-46517558393,"The third annual Sixth Fest, a climate change fringe festival aiming to help stop the destruction of the planet with events of all kinds from participants in New York and beyond, presents 2 of the smartest human being alive, talking.Altar to an Erupting Sun by Chuck Collins+I Want a Better Catastrophe by Andrew Boyd 90 MINUTES Discussion + Book signingAltar to an Erupting SunA near-future story of one community facing climate disruption in the critical decade ahead. Rae Kelliher is a veteran environmental activist and pioneer in the death-with-dignity movement. Facing a diagnosis of terminal illness, she engages in a shocking suicide murder, taking the life of an oil company CEO for his role in delaying responses to climate disruption. Seven years later, Rae’s friends and family gather at her Vermont farm community to try to understand her violent exit and the rapid social transformations around them.I Want a Better CatastropheWith global warming projected to rocket past the 1.5°C limit, lifelong activist Andrew Boyd is thrown into a crisis of hope, and off on a quest to learn how to live with the “impossible news” of our climate doom. He searches out eight leading climate thinkers — from collapse-psychologist Jamey Hecht to grassroots strategist adrienne maree brown, eco-philosopher Joanna Macy, and Indigenous botanist Robin Wall Kimmerer — asking them: “Is it really the end of the world? and if so, now what?”About the Festival:Named after the sixth mass extinction event currently underway, the Sixth Fest has put on more than 40 events and productions in New York, Chicago, and online. From poetry to panels, pageants to protests, we are a fringe festival both in that we encourage people to create their own events, and that those events can be of whatever kind. For all life on earth.FIND OUT MORE ABOUT THE 2023 FESTIVAL HAPPENING JUNE 1 - 11",,,,,
MIT Sloan Sustainability Initiative NYC Alumni Meetup,A cocktail-style event with other NYC-area sustainability certificate alumni,2023-06-13 18:00,2023-06-13 20:00,"1995 Broadway #17th floor New York, NY 10023",New York,TRUE,https://www.eventbrite.com/e/mit-sloan-sustainability-initiative-nyc-alumni-meetup-tickets-642316354507,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,MIT Sloan Sustainability Initiative,https://www.eventbrite.com/o/mit-sloan-sustainability-initiative-46750719173,"Sip, socialize, and spark new connections at our MIT Sloan Sustainability Initiative Alumni Networking Event in NYC, where you can engage with the Sustainability Initiative team and fellow sustainability certificate alumni during this cocktail-style event. This event is being hosted by MUUS Climate Partners (MCP).MUUS Climate Partners (MCP) is a NY-based climate VC firm that invests at the convergence of tech and decarbonization, focusing on technologies that have the most carbon reduction potential. MCP’s diverse and entrepreneurial team members have built new ventures, advanced climate policy and led corporate initiatives around decarbonization. MCP is an affiliate of MUUS & Company, the private investment firm of MIT alum, serial entrepreneur, and TIGER21 founder Michael Sonnenfeldt. T﻿his event is being hosted by three MIT Sloan alumni: Michael Sonnenfeldt, Kavita Patel, and Ben Wolkon.MIT Sloan Sustainability Initiative NYC Alumni MeetupDate: Tuesday, June 13th Time: 6-8pmLocation: MUUS Climate Partners; 1995 Broadway 17th Floor, New York, NY 10023P﻿lease bring identification for security check-in.  Business casual attire.I﻿f you have dietary restrictions, please notify Jen Graham at grahamjb@mit.edu",,,,,
Make It in Brooklyn Panel: Clean Energy Innovations - Diversity and Access,Hear expert panelists discuss issues of diversity and access in the Clean Energy sector at both the executive and workforce levels.,2023-06-14 17:30,2023-06-14 19:30,"590 Fulton Street Brooklyn, NY 11201",Brooklyn,TRUE,https://www.eventbrite.com/e/make-it-in-brooklyn-panel-clean-energy-innovations-diversity-and-access-tickets-635516826937,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,Downtown Brooklyn Partnership,https://www.eventbrite.com/o/downtown-brooklyn-partnership-37906379153,"Clean energy is an increasingly important sector within green technology. As climate change becomes an urgent issue, cities are turning to cleaner solutions for sourcing power. Although climate tech and clean energy industries are on the rise, the issue of equal access remains. In 2022, Business Insider reported that at both the startup and manufacturing/labor force levels, underrepresented communities, such as women and people of color, are largely excluded from clean energy industries.New York City, and Brooklyn in particular, have growing green tech industries. Make It in Brooklyn is presenting a panel of local M/WBE entrepreneurs and founders in clean energy, who will discuss how they are tackling the challenges of inclusivity in the field and the need for access to foundational and educational support networks. Join us with with brooklyn-based founders, business leaders, students, and budding entrepreneurs and learn from challenges overcome by underrepresented leaders in the clean energy sector. Network with peers about renewable energy technologies and gain exposure to business resources and pathways to success in climate tech.M﻿oderator: Kiana Michaan, Clean Energy Advocate, Black Girl EnvironmentalistKiana Michaan (she/her) is a renewable energy professional and climate justice organizer. She currently works on solar policy with Ecogy Energy. Kiana previously worked at Sologistics where she provided permitting, utility interconnection, and project management for hundreds of solar projects across New York City. She has also worked on intersectional climate justice storytelling with Our Climate Voices and worked with WE ACT for Environmental Justice. Kiana was a fellow with the Clean Energy Leadership Institute, is an NYC lead with Black Girl Environmentalist, and serves as a member of the advisory panel for Diversity in Sustainability.P﻿anelists: Tiya Gordon, itselectric Tiya holds 20 years experience in design, leadership, and operations across a range of disciplines for some of the country’s top firms and institutions. She is now venturing to spend the next 20 years on projects that use design to wage war against the Climate Crisis.Tiya's work has received the industry’s top accolades, including The National Design Award from the Cooper Hewitt, Smithsonian Design Museum; the SXSW Innovation Award for Urban Infrastructure; the Inaugural Cannes Gold Lion for Creative Data; the Emerging Filmmaker Showcase at the Cannes Film Festival; and the designation of second most innovative design firm in the world by Fast Company.Melina Acevedo, D.E. Shaw Renewable Investments and Latinxs in Sustainability Melina Acevedo (she/her) is a Leadership Team Member and Partnerships Lead at Latinxs in Sustainability (LiS) and a Project Development Manager at D.E. Shaw Renewable Investments, where she manages the development of utility-scale solar projects across the US.  As a first-generation college graduate and immigrant from Peru, Melina is passionate about removing the barriers to entry for environmental jobs, particularly for students and young professionals from historically marginalized communities, and building a diverse and equitable leadership pipeline. At LiS, she is leading a workforce development program with the City College of New York, connecting students with employment opportunities throughout NYC.M﻿artine Lunis, WildgridMartine is the Partnerships Manager at Wildgrid. She joined the team in March 2022 and manages relationships, logistics and projects involving their solar partners and the Wildgrid platform. She received her MS in Business for Social Impact and Sustainability from Glasgow Caledonian New York College. She's committed to using a career of management skills to find innovative and accessible ways for everyday people to combat climate changeLaura Fox,  Streetlife Ventures Laura is the Co-founder and Managing Partner of Streetlife Ventures, a seed-stage venture fund investing in urban climate solutions to transform sectors including mobility, waste, water, buildings, and energy. Prior to co-founding Streetlife, she was the General Manager for Citi Bike at Lyft - growing it to a $100M ARR business, while increasing female ridership from 28% to 41% and diverse riders to over 60% (and remodeling her own leadership team to 80% female and diverse). Laura deeply believes that the future of our planet and cities requires diverse perspectives and founders to create the change that we need, and is excited to be a catalyst to that.",,,,,
THE CLIMATE FABLES,Two Climate Crisis Plays written by Padraig Bond premiering in NYC before going off to EdFringe this summer.,2023-06-02 19:30,2023-06-02 22:00,"458 West 37th Street New York, NY 10018",New York,TRUE,https://www.eventbrite.com/e/the-climate-fables-tickets-635585773157,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,Torch Ensemblle,https://www.eventbrite.com/o/torch-ensemblle-65836782903,"Check Us Out! The Torch Ensemble is a new theater company started by Padraig Bond, Penelope Deen, Luis Feliciano, Kristen Hoffman, and Tibor Lazar. The five of us met as theatre majors at Hunter College, a public university in New York City. Our mission is to premiere two of Padraig’s original plays, The Trash Garden and Debating Extinction, at the Edinburgh International Fringe Festival this August. We have already been accepted into the festival, and have been offered fifteen performances at Greenside Venues, one of Edinburgh’s central theaters! We need your help to bring us there. The Edinburgh Fringe is the largest arts festival in the world, and we are using it as a jumpstart to our five careers like many artists have done before us, from Phoebe Waller-Bridge to Robin Williams to John Cleese to Alan Rickman.The Trash Gardena new play by Padraig Bonddirected by Padraig Bondstarring Luis Feliciano, Kristen Hoffman, and Tibor LazarThe Trash Garden is an environmentalist comedy inverting Adam and Eve, and introducing us to the last two people left on Earth after climate change, Atlas and Evelyn. Trapped together in dystopia, they explore the meaning of their lives together through imagination, play, and reminiscences of the past. It is a play about human resilience, love and hate, isolation and friendship, environmental collapse, and of course, recycling.Debating Extinctiona new play by Padraig Bonddirected by Padraig Bondstarring Penelope Deen, Kristen Hoffman, and Tibor LazarDebating Extinction is a bold romance about the modern question of whether or not to have children in the face of the climate crisis. Susan and Teddy are young lovers living post climate change, and are preparing to have a child to restart humanity, but they must keep it secret from Susan’s tyrannical, yet deeply environmentalist mother. It is a play about the future, about love and death, environmental collapse, and the spirit and true nature of humanity.Our performances will be:J﻿une 2-4, 2023N﻿ew Perspectives TheatreM﻿anhattan, NYCAugust 4 - 19, 2023Fern Studio, Greenside VenuesEdinburgh Fringe Festivalhttps://www.gofundme.com/f/bring-our-work-to-the-edinburgh-fringe-festival",,,,,
"""The Seas Are Rising""",An environmental concert featuring songs about climate change impacts,2023-06-21 19:00,2023-06-21 20:00,"31 Engle Street Englewood, NJ 07631",Englewood,TRUE.,https://www.eventbrite.com/e/the-seas-are-rising-an-environmental-concert-tickets-543150617117,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,Englewood Public Library,https://www.eventbrite.com/o/englewood-public-library-30912975623,"Dan Sheehan and his band perform songs from his forthcoming concept album The Seas Are Rising featuring songs about the impacts of climate change around the globe. The concert will be held on the library's front plaza. The concert will be part of Englewood's Make Music Day.Attendees will need to bring their own chairs and/or blankets.The Seas Are Rising is a concert experience and forthcoming album telling stories of the impacts of climate change and environmental catastrophes already affecting the people of the world, calling attention to the urgency of the climate crisis. The show tells the stories of people already ravaged by intensified climate events such as hurricanes in the Caribbean and the Southern states, of martyred heroes leading environmental movements in Latin America and Africa, of indigenous peoples being displaced by deforestation and development, and of islands under imminent threat of submersion in the coming decades, culiminating in a message of hope that people can unify and turn the crisis around for a better future, allowing our children to inherit a flourishing planet.  More information can be found at http://dansheehan.netThis concert is sponsored by the Friends of the Englewood Library.",,,,,
FPA/OTR Elizabeth French Hitchcock Lecture 2023,Annual lecture on May 31st delivered by Professor Karen C. Seto on how cities can mitigate climate change,2023-05-31 13:00,2023-05-31 14:00,"New York City Bar Association, 42 West 44th Street, New York, NY 10036",New York,TRUE.,https://www.eventbrite.com/e/fpaotr-elizabeth-french-hitchcock-lecture-2023-tickets-542982012817,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,Foreign Policy Association and Off the Record,https://www.eventbrite.com/o/foreign-policy-association-and-off-the-record-43446973713,"This year's Hitchcock Lecture will be delivered by Professor Karen C. Seto, Hixon Professor of Geography and Urbanization at the Yale School of the Environment. Professor Seto was the Coordinating Lead Author and co-led the chapter on how cities can mitigate climate change for two UN climate reports, one in 2014 and the other in 2022. You can register for this event on Eventbrite or by contacting mbarbari@fpa.org. The lecture is also available via Zoom: https://nam04.safelinks.protection.outlook.com/?url=https%3A%2F%2Fus02web.zoom.us%2Fwebinar%2Fregister%2FWN_OmThPezjQtGlwVNAxhXehw&data=05%7C01%7Cmbarbari%40fpa.org%7Cbb5c039acd774a98d74b08db36d2f15d%7Cb7d17acc704449579e5377a8c5f62a7f%7C0%7C0%7C638164051856572107%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&sdata=nfPaQeh5BqagYtPY9ZHW1okGWo55bS2XNlhIcUN7Ls0%3D&reserved=0",,,,,
Climate Tech Coalition Event - New York,The Exclusive Event by The Atlas Capital & SEA Climate Tech Coalition.,2023-09-21 03:00,2023-09-21 20:00,"to be announced New York City, NY 10001",New York,TRUE.,https://www.eventbrite.co.uk/e/climate-tech-coalition-event-new-york-tickets-643580806517,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,The Atlas Capital,https://www.eventbrite.co.uk/o/the-atlas-capital-66443399703,"🌍 Exclusively for invited guests, Atlas Capital presents a private Climate Tech Coalition Event that offers an intimate and engaging gathering tailored to family offices, ultra-high net worth individuals, and public sector leaders who are actively engaged in sustainability.🤵 Meet Djoann Fal, Atlas's General Partner, who will graciously serve as the event's host.🌱 The roundtables participate in conversations related to a range of sustainability areas, including deep climate technology, storage solutions for electric vehicles, capturing air directly, eco-friendly manufacturing, sustainable agriculture, advancements in ocean-related technologies, water technologies, circular economy practices, and other related topics.🎉 Join us for a night of networking and knowledge sharing in a relaxed and informal setting. The event will take place in Bangkok, a vibrant city at the forefront of sustainable initiatives.📍 L﻿earn more: https://www.theatlascapital.com/",,,,,
Climate Resiliency in Community Gardens,"Learn about design principles, green infrastructure, native plants, and other strategies to enhance climate resiliency in community gardens",2023-08-26 01:00,2023-08-26 03:00,"The Garden by the Bay, 4-80 Beach 43rd Street Queens, NY 11691",Queens,TRUE.,https://www.eventbrite.com/e/climate-resiliency-in-community-gardens-tickets-626526757397,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,NYC Parks GreenThumb,https://www.eventbrite.com/o/nyc-parks-greenthumb-15679243764,"Climate change is one of the most pressing issues of our time. Learn about design principles, green infrastructure, native plants, and other strategies to enhance climate resiliency in community gardens facing changing seasonal temperatures and flooding. Learn about the role that community gardens play in addressing climate change through biodiversity and sustainable gardening practices. Garden by the Bay is the first TestBeds (testbeds.org) site, an initiative that reuses architectural prototypes in new community garden structures. Participants can explore their new structure: a combination of a greenhouse, community room, storage shed, and covered outdoor space, completed in September 2022.  T﻿his workshop is presented in partnership with the Urban Park Rangers.P﻿hoto by Desiree Rios/The New York Times",,,,,
Out in Climate - NYC Pride Month Mixer hosted by Tishman Speyer,Celebrate Pride Month with your fellow LGBTQ+ professionals working in climate!,2023-06-13 18:30,2023-06-13 21:30,"600 5th Ave 2nd Floor New York, NY 10111",New York,TRUE,https://www.eventbrite.com/e/out-in-climate-nyc-pride-month-mixer-hosted-by-tishman-speyer-tickets-607857707767,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,Out in Climate,https://www.eventbrite.com/o/out-in-climate-47039818803,"J﻿oin us to celebrate Pride Month with a mixer hosted by Tishman Speyer!About Studio by Tishman Speyer:Exceptional spaces for the future of flexible workThe world’s leading companies choose Studio by Tishman Speyer for flexible workspace with no compromises.  Operating over one million square feet of business-class coworking, event space and move-in ready office suites, Studio is the world's largest owner-operated flex space network and a pioneer in delivering holistic real estate solutions from long-term leases to desks on demand.-﻿-Out in Climate is a non-profit dedicated to building a community among LGBTQ+ professionals in the climate space. Our mission is to foster networking, community-building, and mentoring, and to help connect folks with opportunities and resources in the space. Sign up for our newsletter at outinclimate.com",,,,,
A Fun Play about How Scary Climate Change Is,"A comedic, site-specific devised free public theater in waterfront parks across NYC about striving for hope (not despair) in the face of climate change, with fantastical swamp creatures to teach us these lessons, featuring artist Sabina Sethi Unni",2023-06-10 15:00,2023-06-10 16:00,"Rockaway Beach Boardwalk Queens, NY 11693",New York,TRUE,https://www.eventbrite.com/e/a-fun-play-about-how-scary-climate-change-is-tickets-640884381437,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,Amanda + James,https://www.eventbrite.com/o/amanda-james-10040051820,"A Fun Play about How Scary Climate Change Is is a comedic, site-specific devised free public theater in waterfront parks across NYC about striving for hope (not despair) in the face of climate change, with fantastical swamp creatures to teach us these lessons, featuring artist Sabina Sethi Unni.Presented as part of Amanda + James' Summer Happenings Festival: CoastlinesAbout the Festival:The Summer Happenings Festival returns to the parks of New York City with its offerings of free, public performance art from Friday, June 9th to Sunday, June 18th. Curated by Amanda + James in partnership with Asia Stewart, The third iteration of Summer happenings is centered on the theme of coastlines.Too often, many of us rush through New York City and forget that we live on a series of islands whose natural landscape has been adapted and shaped by generations of forgotten inhabitants.  We neglect our land’s past: the violence that resides in soil stolen from the Lenape people (including the Wappinger, Munsee Lenape, Schaghticoke, Canarsie, Matinecock, and Lekawe nations). We look past the waterways’ paths; many brush up against terminals, docks, and piers and have been constructed for and destroyed by cycles of trade, capital, and exchange. As coastal living becomes increasingly precarious with climate change, we hope you will consider the history, value, beauty, and fragility of our brackish borders. Our presence here is not neutral.",,,,,
NY Climate Tech + MCJ June Meetup,"Join NY Climate Tech and MCJ for our June Meetup! Network, exchange ideas & learn about climate tech. Free & open to all.",2023-06-08 17:00,2023-06-08 20:00,"189 Bowery New York, NY 10002",New York,TRUE,https://www.eventbrite.com/e/ny-climate-tech-mcj-june-meetup-tickets-640669237937,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,NY Climate Tech,https://www.eventbrite.com/o/ny-climate-tech-6049352107,"N﻿ot Sold Out! Please RSVP on Lu.maJoin NY Climate Tech and MCJ for our June meetup! T﻿his month we're jointly hosting the meetup with MCJ Collective. If you don't know them, they're a community, podcast, and venture fund dedicated to climate action. Their whole team will be in town, so come give them a big NY welcome!P﻿lease RSVP here or on the MCJ Lu.ma We're asking a few new questions this time around to follow their event format: Company Name, LinkedIn, and Asks/Offers – we'll share these out with the community in advance so you can find people to talk to!F﻿irst time? Learn more about our meetup:As a community organization connecting activists, investors, policymakers, entrepreneurs, artists, academics, jobseekers, and climate leaders, we are dedicated to uniting local communities around deploying climate solutions equitably.This monthly meetup is a casual and accessible way to connect with others in the climate community. Whether you're a seasoned climate expert or just starting to explore your interest in this vital issue, you'll find a welcoming and supportive community at NY Climate Tech.At this event, you'll have the opportunity to network, exchange ideas, and learn more about what's happening in the world of climate tech. So come on out and be a part of building a better future for our city and beyond!The event is free and open to all, but please RSVP to help us know how many people will attend! We can't wait to see you there.Want to hear about other climate events in the city? Sign up for our events newsletter: https://nyclimatetech.substack.com",,,,,
Youth Climate Career Expo,This is a career expo for high school students to learn about careers and industries where they can take climate action,2023-06-22 14:00,2023-06-22 17:00,"High School for Climate Justice, 320 East 96th Street, New York, NY 10128",New York,TRUE,https://www.eventbrite.com/e/youth-climate-career-expo-registration-634256607587,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,NYC DOE Office of Sustainability,https://www.eventbrite.com/o/nyc-doe-office-of-sustainability-22898367351,"NYC Public High School students: Come meet students from other schools and learn about careers and industries where you can take climate action! Learn about summer volunteer and internship opportunitiesBuild community with other students Talk to professionals about green careers Explore possible career pathways This expo was created by the 2022-23 Youth Leadership Council, in collaboration with Office of Sustainability What is a Climate Career? Our goal is clear: together, we need to reduce greenhouse gas (GHG) emissions and stop burning fossil fuels. And we need to do this in a way that is equitable and just. Any one of the thousands of jobs that help with that is a climate career! You could focus on reducing GHG emissions in buildings - working in designing, construction, or clean energy. Or you could manage green space, by working in natural areas or agriculture. You might help us move toward “circularity” - reducing waste through repairing goods or reusing materials. Or you may help your community be more resilient. This means reducing peoples’ vulnerability to climate hazards.  Maybe you want to be an educator and teach people about climate change, or you love economics and want to help finance solutions. Maybe you’ll invent a solution no one knows about yet!  Whatever your interests, there is a climate career path for you. Participating Organizations We'll have representatives from over 20 different organizations, all focused on environment, climate, or green industries. Come learn about the different opportunities available in the NYC area and speak to workers who are taking climate action in their jobs!Student-Led WorkshopsW﻿e have optional, student-led workshops:Climate Communications in Your School Upcycling Workshop W﻿e'll also have a keynote speaker to talk about being a young climate professional, and activities like an eco-book swap! I﻿mage description 1: Youth Climate Career Expo, Thursday, June 22, 2023. Four images are featured at the bottom: a construction worker, an agriculture worker, a bicycle repairperson, and a community.I﻿mage description 2: A group of Youth Leadership Council student members  come together and smile, in front of a wall that reads ""I Pledge to take Climate Action""",,,,,
Climate Education on Chancellor's Day,"Bring climate education into your classroom! Join in-person workshops with educator content created by teachers, for teachers!",2023-06-08 09:00,2023-06-08 14:30,"Teachers College, Columbia University, 525 West 120th Street New York, NY 10027",New York,TRUE,https://www.eventbrite.com/e/climate-education-on-chancellors-day-registration-626556586617,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,NYC DOE Office of Sustainability,https://www.eventbrite.com/o/nyc-doe-office-of-sustainability-22898367351,"Whether you want to go further with climate education, or are just getting started, this event is for you! Join the Office of Sustainability on Chancellor’s Day for climate education professional learning. Earn up to 5 CTLE credits!This content is created and led by the DOE's Climate Education Leadership Team (CELT). CELT is a group of over 30 NYC Public Schools teachers and administrators. Their goal is to integrate full and equitable climate education across all areas of study and school culture.We have four workshops, facilitated by CELT Members, that can be applied in all grade levels and subjects:Workshop 1:  Planning and Implementing a Climate Action Day A Climate Teach-In is a great way to catalyze school-wide education and awareness about climate change. This session will provide ideas, guidance and year-long support for educators looking to facilitate school-wide events, and lay the foundation for a Climate Action Day, as called for PlaNYC(New York City's climate action strategic plan).Workshop 2: Accessing & Sharing Climate Resources Learn about CELT's monthly Climate Ed Digest which is packed full of resources to teach about climate education. We will show you how to access the documents and work on a fun hands-on project that can be modified for any grade. The session will also provide strategies to share climate communication with your colleagues.  Workshop 3:  Climate Education Advocacy 101 Develop your advocacy skills by refining a “pitch” to use at your own school to advance climate education. Learn the four key “asks” that the Advocacy subcommittee of CELT has identified, and the climate education goals in the Mayor’s recent PlaNYC. We will practice using advocacy skills in activities with your students and Green Teams turning our goals into actions! Workshop 4:  Easy Entryways for Climate Education: Scaffolding Data and Texts in the ClassroomTeachers are under pressure to teach a certain curriculum and prepare for certain exams. This limits curricular flexibility and time. We'll provide accessible entryways to teach climate education using data and texts. Strategies and resources available for grade levels K-12. Details: Date: Thursday, June 8, 2023 Time: 9:00AM – 2:30PMLocation: Teachers College at Columbia University, 525 W 120th St, New York, NY 10027Directions to Teachers College and Campus MapsFor individuals with disabilities requiring accessible parking, please see parking location details and one-day authorization detailAudience: DOE teachers, all subjects, grades K-12L﻿unch will be providedUp to 5 CTLE credits are availableI﻿mage description: Two students sit and color at a table. On the table is a poster with a drawing of the Earth, along with scraps of paper and a box of markers.",,,,,
